var_name;ka;Type;Name;Einheit;Kommentar;Icon;Formel
project_name;2;userinput;Projektname;;;📝;🏙️!$D$5
project_url;2;userinput;ProjektURL;;;📝;🏙️!D6
location_address;2;userinput;Adresse;;;📝;🏙️!$D$12
municipality_name;2;userinput;Gemeinde;;;📝;🏙️!D14
project_creation_date;2;userinput;Erstellungsdatum;;;📝;🏙️!$D$7
project_description;2;userinput;Projektbeschreibung;;;📝;🏙️!D8
project_scenario_name;2;userinput;Variante / Scenario;;;📝;🏙️!D9
location_postcode;2;userinput;Postleitzahl;;;📝;🏙️!$D$15
mobility_mode;1;value;Mobilitätsverfahren;;;📝;
scenario_version;2;userinput;Tool Version;;;📝;🏙️!F7
weather_name;2;userinput;Wetterdatensatz Name;;;🌦️;🏙️!$D$19
weather_index;0;calculation;Wetterdatensatz Nummer;;;🌦️;"VERGLEICH(K219;list_weathers;0)"
GFA_residential;2;userinput;BGF Wohnen;m²BGF;;🏙️;🏙️!D28
GFA_office;2;userinput;BGF Büro;m²BGF;;🏙️;🏙️!D29
GFA_schoolsec;2;userinput;BGF Bildung sekundär;m²BGF;;🏙️;🏙️!D30
GFA_schoolprim;2;userinput;BGF Bildung primär;m²BGF;;🏙️;🏙️!D31
GFA_retailfood;2;userinput;BGF Lebensmittelhandel;m²BGF;;🏙️;🏙️!D32
GFA_retailother;2;userinput;BGF Handel sonstiger;m²BGF;;🏙️;🏙️!D33
GFA_other;2;userinput;BGF Sonstige;m²BGF;;🏙️;🏙️!D34
GFA_total;0;calculation;BGF Quartier;m²BGF;;🏙️;SUMME(K227:K233)
NFA_to_GFA_ratio_residential;2;userinput;NGF/BGF Wohnen;Faktor;;🏙️;🏙️!F42
NFA_to_GFA_ratio_office;2;userinput;NGF/BGF  Büro;Faktor;;🏙️;🏙️!F43
NFA_to_GFA_ratio_schoolsec;2;userinput;NGF/BGF Bildung sekundär;Faktor;;🏙️;🏙️!F44
NFA_to_GFA_ratio_schoolprim;2;userinput;NGF/BGF Bildung primär;Faktor;;🏙️;🏙️!F45
NFA_to_GFA_ratio_retailfood;2;userinput;NGF/BGF Lebensmittelhandel;Faktor;;🏙️;🏙️!F46
NFA_to_GFA_ratio_retailother;2;userinput;NGF/BGF Handel sonstiger;Faktor;;🏙️;🏙️!F47
NFA_to_GFA_ratio_other;2;userinput;NGF/BGF Sonstige;Faktor;;🏙️;🏙️!F48
NFA_to_GFA_ratio;0;calculation;NGF/BGF Quartier;Faktor;;🏙️;NFA_total/GFA_total
NFA_residential;0;calculation;NGF Wohnen;m²NGF;;🏙️;K227*K235
NFA_office;0;calculation;NGF Büro;m²NGF;;🏙️;K228*K236
NFA_schoolsec;0;calculation;NGF Bildung sekundär;m²NGF;;🏙️;K229*K237
NFA_schoolprim;0;calculation;NGF Bildung primär;m²NGF;;🏙️;K230*K238
NFA_retailfood;0;calculation;NGF Handel Lebensmittel;m²NGF;;🏙️;K231*K239
NFA_retailother;0;calculation;NGF Handel sonstiger;m²NGF;;🏙️;K232*K240
NFA_other;0;calculation;NGF Sonstige;m²NGF;;🏙️;K233*K241
NFA_total;0;calculation;NGF Quartier;m²NGF;;🏙️;SUMME(K243:K249)
per_NFA;0;calculation;Pro NGF ( Kehrwert NGF);1/m²NGF;;🏙️;1/NFA_total
plot_area;2;userinput;Bebaubare Grundstücksfläche;m²GF;;🏙️;🏙️!D55
FSI;0;calculation;Geschoßflächenzahl;GFZ;;🏙️;GFA_total/K252
renovation_ratio_residential;2;userinput;Sanierung Anteil Wohnen;;;🏙️;🏙️!D61
renovation_ratio_office;2;userinput;Sanierung Anteil Büro;;;🏙️;🏙️!D62
renovation_ratio_schoolsec;2;userinput;Sanierung Anteil Bildung sekundär;;;🏙️;🏙️!D63
renovation_ratio_schoolprim;2;userinput;Sanierung Anteil Bildung primär;;;🏙️;🏙️!D64
renovation_ratio_retailfood;2;userinput;Sanierung Anteil Lebensmittelhandel;;;🏙️;🏙️!D65
renovation_ratio_retailother;2;userinput;Sanierung Anteil Handel Sonstiger;;;🏙️;🏙️!D66
renovation_ratio_other;2;userinput;Sanierung Anteil Sonstige;;;🏙️;🏙️!D67
renovation_share;0;calculation;Sanierungsanteil im Quartier;;;🏙️;"SUMMENPRODUKT(Renovation_shares;NFA_shares)"
building_count;1;value;Anzahl Baukörper;;;🏙️;
storey_count_avg;1;value;Anzahl Geschoße;;;🏙️;
rh_residential;2;userinput;Raumhöhe Wohnen;m Netto;;↕️;🏙️!D42
rh_office;2;userinput;Raumhöhe Büro;m Netto;;↕️;🏙️!D43
rh_schoolsec;2;userinput;Raumhöhe sekundäre Bildungseinrichtung/ Universität;m Netto;;↕️;🏙️!D44
rh_schoolprim;2;userinput;Raumhöhe primäre Bildundseinrichtung/ Kindergarten;m Netto;;↕️;🏙️!D45
rh_retailfood;2;userinput;Raumhöhe Lebensmittelhandel;m Netto;;↕️;🏙️!D46
rh_retailother;2;userinput;Raumhöhe Handel sonstiger;m Netto;;↕️;🏙️!D47
rh_other;2;userinput;Raumhöhe Sonstige Nutzung;m Netto;;↕️;🏙️!D48
rh_avg;0;calculation;Raumhöhe Quartier;m Netto;;↕️;"SUMMENPRODUKT(K269:K275;K243:K249)/NFA_total"
NFV_total;0;calculation;Raumvolumen Quartier;m³netto;;↕️;NFA_total*rh_avg
NFV_u;0;calculation;Raumvolumen ungekühlt;m³netto;;↕️;"SUMMENPRODUKT(K243:K249;K269:K275;cool_passive_shares)"
NFV_c;0;calculation;Raumvolumen gekühlt;m³netto;;↕️;"SUMMENPRODUKT(K243:K249;K269:K275;cool_active_shares)"
rh_ceiling;1;value;Höhe Geschoßdecken;m;;↕️;
GFV;0;calculation;Raumvolumen Quartier brutto;m³brutto;;↕️;NFA_total*(rh_avg+K280)
hull_ext_wall_wo_window_m2;2;userinput;Hüllfläche Außenwand;m² Brutto;exkl. Fenster;🧊;🧱!D11
hull_roof_m2;2;userinput;Hüllfläche Dach;m² Brutto;;🧊;🧱!D12
hull_fundament_m2;2;userinput;Hüllfläche Kellerdecke / Fundament;m² Brutto;;🧊;🧱!D13
hull_windows_north_m2;2;userinput;Hüllfläche Fenster Nord;m² Brutto;inkl. Rahmen;🧊;🧱!D18
hull_windows_east_m2;2;userinput;Hüllfläche Fenster Ost;m² Brutto;inkl. Rahmen;🧊;🧱!D19
hull_windows_south_m2;2;userinput;Hüllfläche Fenster Süd;m² Brutto;inkl. Rahmen;🧊;🧱!D20
hull_windows_west_m2;2;userinput;Hüllfläche Fenster West;m² Brutto;inkl. Rahmen;🧊;🧱!D21
hull_windows_horizontal_m2;2;userinput;Hüllfläche Fenster Horizontal;m² Brutto;inkl. Rahmen;🧊;🧱!D22
hull_window_m2;0;calculation;Hüllfläche Fenster gesamt;m² Brutto;;🧊;SUMME(K288:K291)
hull_fenestration_rate;0;calculation;Hüllfläche Fensterflächenanteil;;;🧊;K293/(K293+K285)
hull_m2;0;calculation;Hüllfläche gesamt;m² Brutto;;🧊;hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2
lc;0;calculation;lc;;;🧊;K281/(hull_ext_wall_wo_window_m2+hull_roof_m2+hull_fundament_m2+hull_window_m2)
hull_transmittance_walls;2;userinput;U-Wert Außenwände;W/m²K;;🧱;🧱!F11
hull_transmittance_roof;2;userinput;U-Wert Dach;W/m²K;;🧱;🧱!F12
hull_transmittance_fundament;2;userinput;U-Wert Kellerdecke / Fundament;W/m²K;;🧱;🧱!F13
hull_transmittance_windows_north;2;userinput;U-Wert Fenster Nord;W/m²K;inkl. Rahmen;🧱;🧱!F28
hull_transmittance_windows_east;2;userinput;U-Wert Fenster Ost;W/m²K;inkl. Rahmen;🧱;🧱!F29
hull_transmittance_windows_south;2;userinput;U-Wert Fenster Süd;W/m²K;inkl. Rahmen;🧱;🧱!F30
hull_transmittance_windows_west;2;userinput;U-Wert Fenster West;W/m²K;inkl. Rahmen;🧱;🧱!F31
hull_transmittance_windows_horizontal;2;userinput;U-Wert Fenster Horizontal;W/m²K;inkl. Rahmen;🧱;🧱!F32
hull_transmittance_heatbridge;2;userinput;Wärmebrückenzuschlag;;Anteil des Transmissionsleitwerts;🧱;🧱!D36
transmittance_MW;0;calculation;Transmissionsleitwert absolut;MW/K;ink. Wärmebrückenzuschlag;🧱;transmittance_Wm²*NFA_total/1000000
transmittance_Wm²;0;calculation;Transmissionsleitwert spezifisch;W/m²K;ink. Wärmebrückenzuschlag;🧱;SUMME(K315:K319)
heat_capacity_effective_m²;2;userinput;Spezif. wirksame Wärmekapazität;Wh/m²K;;🧱;🧱!D77
heat_cap_eff_uncooled_m2;0;calculation;Spezif. wirksame Wärmekapazität ungekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;🧱;heat_capacity_effective_m²
heat_cap_eff_cooled_m2;0;calculation;Spezif. wirksame Wärmekapazität gekühlter Bereich;Wh/m²K;Kann separat eingegebn werden;🧱;heat_capacity_effective_m²
window_total_transmittance_north;2;userinput;g-Wert Fenster Nord;;;🏢;🧱!D28
window_total_transmittance_east;2;userinput;g-Wert Fenster Ost;;;🏢;🧱!D29
window_total_transmittance_south;2;userinput;g-Wert Fenster Süd;;;🏢;🧱!D30
window_total_transmittance_west;2;userinput;g-Wert Fenster West;;;🏢;🧱!D31
window_total_transmittance_horizontal;2;userinput;g-Wert Fenster Horizontal;;;🏢;🧱!D32
window_irradiation_factor_winter_north;2;userinput;Einstrahlungsfaktor Fenster Nord;;;🏢;🧱!D55
window_irradiation_factor_winter_east;2;userinput;Einstrahlungsfaktor Fenster Ost;;;🏢;🧱!D56
window_irradiation_factor_winter_south;2;userinput;Einstrahlungsfaktor Fenster Süd;;;🏢;🧱!D57
window_irradiation_factor_winter_west;2;userinput;Einstrahlungsfaktor Fenster West;;;🏢;🧱!D58
window_irradiation_factor_winter_horizontal;2;userinput;Einstrahlungsfaktor Fenster Horizontal;;;🏢;🧱!D59
window_irradiation_factor_summer_north;2;userinput;Einstrahlungsfaktor Sommer Nord;;;🏢;🧱!F55
window_irradiation_factor_summer_east;2;userinput;Einstrahlungsfaktor Sommer Ost;;;🏢;🧱!F56
window_irradiation_factor_summer_south;2;userinput;Einstrahlungsfaktor Sommer Süd;;;🏢;🧱!F57
window_irradiation_factor_summer_west;2;userinput;Einstrahlungsfaktor Sommer  West;;;🏢;🧱!F58
window_irradiation_factor_summer_horizontal;2;userinput;Einstrahlungsfaktor Sommer  Horizontal;;;🏢;🧱!F59
irradiation_opaque_surcharge;1;value;Zuschlag opake Bauteile;;;🏢;
fc_residential;2;userinput;Fc-Wert Wohnen;;;🏢;🧱!D64
fc_office;2;userinput;Fc-Wert Büro;;;🏢;🧱!D65
fc_edusec;2;userinput;Fc-Wert Sekundäre Bildungseinrichtung oder Universität;;;🏢;🧱!D66
fc_eduprim;2;userinput;Fc-Wert Kindergarten und Volksschule;;;🏢;🧱!D67
fc_retailfood;2;userinput;Fc-Wert Lebensmittelhandel;;;🏢;🧱!D68
fc_retailother;2;userinput;Fc-Wert Handel;;;🏢;🧱!D69
fc_other;2;userinput;Fc-Wert Sonstige;;;🏢;🧱!D70
fc_u;0;calculation;Fc-Wert ungekühlt;;;🏢;"SUMMENPRODUKT(K376:K382;K243:K249;cool_passive_shares)*per_NFA_uncooled"
fc_c;0;calculation;Fc-Wert gekühlt;;;🏢;"SUMMENPRODUKT(K376:K382;K243:K249;cool_active_shares)*per_NFA_cooled"
illuminance_min_residential;2;userinput;Lux-Wert Wohnen;lux;;🏢;🧱!F64
illuminance_min_office;2;userinput;Lux-Wert Büro;lux;;🏢;🧱!F65
illuminance_min_schoolsec;2;userinput;Lux-Wert Sekundäre Bildungseinrichtung oder Universität;lux;;🏢;🧱!F66
illuminance_min_schoolprim;2;userinput;Lux-Wert Kindergarten und Volksschule;lux;;🏢;🧱!F67
illuminance_min_retailfood;2;userinput;Lux-Wert Lebensmittelhandel;lux;;🏢;🧱!F68
illuminance_min_retailother;2;userinput;Lux-Wert Handel;lux;;🏢;🧱!F69
illuminance_min_other;2;userinput;Lux-Wert Sonstige;lux;;🏢;🧱!F70
QS_max_shading_u;0;calculation;Strahlungsschwellenwert Jalousie Ungekühlt;W/m²;;🏢;"SUMMENPRODUKT(NFAs;cool_passive_shares;Lux_minimums)*0,01*per_NFA_uncooled"
QS_max_shading_c;0;calculation;Strahlungsschwellenwert Jalousie Gekühlt;W/m²;;🏢;"SUMMENPRODUKT(NFAs;cool_active_shares;Lux_minimums)*0,01*per_NFA_cooled"
illuminance_efficiency_dirt;1;value;Abminderungsfaktor Verschmutzung;;;🏢;
illuminance_efficiency_glazing_ratio;2;userinput;Abminderungsfaktor Verglasungsanteil;;;🏢;🧱!D25
mob_shading_factor_u;0;calculation;Abschattungseffekt Mobiler Sonnenschutz ungekühlt;;;🏢;fc_u
mob_shading_factor_c;0;calculation;Abschattungseffekt Mobiler Sonnenschutz gekühlt;;;🏢;fc_c
vent_air_tightness;2;userinput;Luftdichtheit n50;1/h;;💨;🧱!D41
vent_tightness_ratio_blowerdoor_to_real;1;value;Verhältnis Blower Door / Reale Infiltration;;;💨;
vent_infiltration_ACH;0;calculation;Luftwechsel Infiltration;1/h;;💨;K403/K404
vent_share_mechanical_residential;2;userinput;Mechanische Lüftung Wohnen;Anteil;;💨;💨L!D19
vent_share_mechanical_office;2;userinput;Mechanische Lüftung Büro;Anteil;;💨;💨L!D20
vent_share_mechanical_schoolsec;2;userinput;Mechanische Lüftung Bildung sekundär;Anteil;;💨;💨L!D21
vent_share_mechanical_schoolprim;2;userinput;Mechanische Lüftung Bildung primär;Anteil;;💨;💨L!D22
vent_share_mechanical_retailfood;2;userinput;Mechanische Lüftung Handel Lebensmittel;Anteil;;💨;💨L!D23
vent_share_mechanical_retailother;2;userinput;Mechanische Lüftung Handel sonstiger;Anteil;;💨;💨L!D24
vent_share_mechanical_other;2;userinput;Mechanische Lüftung Sonstige Nutzung;Anteil;;💨;💨L!D25
NFA_windowvent;0;calculation;Fensterlüftung Nettogeschoßfläche;m²NGF;;💨;NFA_total-NFA_mechvent
NFV_windowvent;0;calculation;Fensterlüftung Raumvolumen;m³netto;;💨;NFV_total-K426
NFA_mechvent;0;calculation;Mechanische Lüftung Nettogeschoßfläche;m²NGF;;💨;"SUMMENPRODUKT(K$409:K$415;K243:K249)"
NFV_mechvent;0;calculation;Mechanische Lüftung Raumvolumen;m³netto;;💨;"SUMMENPRODUKT(K$409:K$415;K243:K249;K269:K275)"
vent_night_residential;2;userinput;Nachtauskühlung Fensterstellung Wohnen;;;💨;💨L!D54
vent_night_office;2;userinput;Nachtauskühlung Fensterstellung Büro;;;💨;💨L!D55
vent_night_schoolsec;2;userinput;Nachtauskühlung Fensterstellung Bildung sekundär;;;💨;💨L!D57
vent_night_schoolprim;2;userinput;Nachtauskühlung Fensterstellung Bildung primär;;;💨;💨L!D56
vent_night_retailfood;2;userinput;Nachtauskühlung Fensterstellung Handel Lebensmittel;;;💨;💨L!D58
vent_night_retailother;2;userinput;Nachtauskühlung Fensterstellung Handel sonstiger;;;💨;💨L!D59
vent_night_other;2;userinput;Nachtauskühlung Fensterstellung Sonstige Nutzung;;;💨;💨L!D60
ACH_night_m³;0;calculation;Nachtauskühlung Luftwechsel;m³/h;;💨;"SUMMENPRODUKT(K416:K422;K269:K275;K243:K249;SVERWEIS(K428:K434;night_ventilation_types;2;FALSCH))"
vent_ach_max_residential;2;userinput;Luftwechsel Wohnen;1/h;Maximal;💨;💨L!D8
vent_ach_max_office;2;userinput;Luftwechsel Büro;1/h;Maximal;💨;💨L!D9
vent_ach_max_schoolsec;2;userinput;Luftwechsel Bildung sekundär;1/h;Maximal;💨;💨L!D10
vent_ach_max_schoolprim;2;userinput;Luftwechsel Bildung primär;1/h;Maximal;💨;💨L!D11
vent_ach_max_retailfood;2;userinput;Luftwechsel Handel Lebensmittel;1/h;Maximal;💨;💨L!D12
vent_ach_max_retailother;2;userinput;Luftwechsel Handel sonstiger;1/h;Maximal;💨;💨L!D13
vent_ach_max_other;2;userinput;Luftwechsel Sonstige Nutzung;1/h;Maximal;💨;💨L!D14
vent_scale_residential;0;calculation;Skalierung Luftwechsel Wohnen;;;💨;K436/MAX(Nutzung_Wohnen[Bedarf Luftwechsel])
vent_scale_office;0;calculation;Skalierung Luftwechsel Büro;;;💨;K437/MAX(Nutzung_Büro[Bedarf Luftwechsel])
vent_scale_school_sec;0;calculation;Skalierung Luftwechsel Bildung sekundär;;;💨;K438/MAX(Nutzung_Schule[Bedarf Luftwechsel])
vent_scale_school_prim;0;calculation;Skalierung Luftwechsel Bildung primär;;;💨;K439/MAX(Nutzung_KIGA[Bedarf Luftwechsel])
vent_scale_supermarket;0;calculation;Skalierung Luftwechsel Handel Lebensmittel;;;💨;K440/MAX(Nutzung_Handel_Food[Bedarf Luftwechsel])
vent_scale_retail;0;calculation;Skalierung Luftwechsel Handel sonstiger;;;💨;K441/MAX(Nutzung_Handel_NonFood[Bedarf Luftwechsel])
vent_scale_other;0;calculation;Skalierung Luftwechsel Sonstige Nutzung;;;💨;
Ev_scale_residential;2;userinput;Lüfterstrom mech. Wohnen;Anteil;;💨;💨L!D41
Ev_scale_office;2;userinput;Lüfterstrom mech. Büro;Anteil;;💨;💨L!D42
Ev_scale_school_sec;2;userinput;Lüfterstrom mech.  Bildung sekundär;Anteil;;💨;💨L!D43
Ev_scale_school_prim;2;userinput;Lüfterstrom mech.  Bildung primär;Anteil;;💨;💨L!D44
Ev_scale_retail_food;2;userinput;Lüfterstrom mech.  Handel Lebensmittel;Anteil;;💨;💨L!D45
Ev_scale_retail_other;2;userinput;Lüfterstrom mech.  Handel sonstiger;Anteil;;💨;💨L!D46
Ev_scale_other;2;userinput;Lüfterstrom mech.  Sonstige Nutzung;Anteil;;💨;💨L!D47
vent_heat_recovery_winter_residential;2;userinput;Wärmerückgewinnung Winter Wohnen;;Maximal;💨;💨L!D30
vent_heat_recovery_winter_office;2;userinput;Wärmerückgewinnung Winter Büro;;Maximal;💨;💨L!D31
vent_heat_recovery_winter_schoolsec;2;userinput;Wärmerückgewinnung Winter Bildung sekundär;;Maximal;💨;💨L!D32
vent_heat_recovery_winter_schoolprim;2;userinput;Wärmerückgewinnung Winter Bildung primär;;Maximal;💨;💨L!D33
vent_heat_recovery_winter_retailfood;2;userinput;Wärmerückgewinnung Winter Handel Lebensmittel;;Maximal;💨;💨L!D34
vent_heat_recovery_winter_retailother;2;userinput;Wärmerückgewinnung Winter Handel sonstiger;;Maximal;💨;💨L!D35
vent_heat_recovery_winter_other;2;userinput;Wärmerückgewinnung Winter Sonstige Nutzung;;Maximal;💨;💨L!D36
vent_heat_recovery_summer_residential;2;userinput;Wärmerückgewinnung Sommer Wohnen;;;💨;💨L!F30
vent_heat_recovery_summer_office;2;userinput;Wärmerückgewinnung Sommer Büro;;;💨;💨L!F31
vent_heat_recovery_summer_schoolsec;2;userinput;Wärmerückgewinnung Sommer Bildung sekundär;;;💨;💨L!F32
vent_heat_recovery_summer_schoolprim;2;userinput;Wärmerückgewinnung Sommer Bildung primär;;;💨;💨L!F33
vent_heat_recovery_summer_retailfood;2;userinput;Wärmerückgewinnung Sommer Handel Lebensmittel;;;💨;💨L!F34
vent_heat_recovery_summer_retailother;2;userinput;Wärmerückgewinnung Sommer Handel sonstiger;;;💨;💨L!F35
vent_heat_recovery_summer_other;2;userinput;Wärmerückgewinnung Sommer Sonstige Nutzung;;;💨;💨L!F36
Vent_share_window_uncooled;0;calculation;Fensterlüftung Anteil ohne aktive Kühlung;;pro Quartiersvolumen!;💨;"WENNFEHLER(SUMMENPRODUKT(K243:K249;cool_passive_shares;MTRANS(vent_window_shares);K269:K275)/NFV_total;0)"
Vent_share_window_cooled;0;calculation;Fensterlüftung Anteil mit aktiver Kühlung;;pro Quartiersvolumen!;💨;"WENNFEHLER(SUMMENPRODUKT(K243:K249;cool_active_shares;MTRANS(vent_window_shares);K269:K275)/NFV_total;0)"
Vent_share_mech_uncooled;0;calculation;Quartiersanteil Mechanische Lüftung ohne aktiver Kühlung;;pro Quartiersvolumen!;💨;"WENNFEHLER(SUMMENPRODUKT(K243:K249;cool_passive_shares;MTRANS(vent_mech_shares);K269:K275)/NFV_total;0)"
Vent_share_mech_cooled;0;calculation;Quartiersanteil Mechanische Lüftung mit aktiver Kühlung;;pro Quartiersvolumen!;💨;"WENNFEHLER(SUMMENPRODUKT(K243:K249;cool_active_shares;MTRANS(vent_mech_shares);K269:K275)/NFV_total;0)"
test_NFV_shares;0;calculation;Test;;;💨;"100%=SUMME(Vent_share_window_uncooled;Vent_share_window_cooled;Vent_share_mech_uncooled;Vent_share_mech_cooled)"
usage_concurrency_winter_res;2;userinput;Gleichzeitigkeitsfaktor Innere Wärmen Winter Wohnen;;;👤;👤!F21
usage_concurrency_winter_office;2;userinput;Gleichzeitigkeitsfaktor Innere Wärmen Winter Büro;;;👤;👤!F22
usage_concurrency_winter_edusec;2;userinput;Gleichzeitigkeitsfaktor Innere Wärmen Winter Bildung sekundär;;;👤;👤!F23
