var_name;Kategorie;Name;Bereich;Einheit;Label;Kommentar;Formel
Batt_to_HVAC;;E-Batterie → HKLS;;kWh/m²NGFa;;;SUMME(I169:I172)
Batt_to_Eh_min;EE-Bilanz;E-Batterie;Heizen;kWh/m²NGFa;;;SUMME(sim[Batt_to_Eh_min])/1000
Batt_to_Ec_min;EE-Bilanz;E-Batterie;Kühlen;kWh/m²NGFa;;;SUMME(sim[Batt_to_Ec_min])/1000
Batt_to_Edhw_min;EE-Bilanz;E-Batterie;Warmwasser;kWh/m²NGFa;;;SUMME(sim[Batt_to_Edhw_min])/1000
Batt_to_Ev_min;EE-Bilanz;E-Batterie;Lüftung;kWh/m²NGFa;;;SUMME(sim[Batt_to_Ev_min])/1000
Batt_to_Eev_min;EE-Bilanz;E-Batterie;MIV;kWh/m²NGFa;;;SUMME(sim[Batt_to_Eev_min])/1000
VRGrid_to_plugloads;EE-Bilanz;Flexible Direktdeckung → Nutzerstrom;Haushaltsstrom;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_user])/1000
VRGrid_to_Eh_min;EE-Bilanz;Flexible Direktdeckung → Heizen;Heizen;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Eh_min])/1000
VRGrid_to_Ec_min;EE-Bilanz;Flexible Direktdeckung → Kühlen;Kühlen;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Ec_min])/1000
VRGrid_to_Edhw_min;EE-Bilanz;Flexible Direktdeckung;Warmwasser;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Edhw_min])/1000
VRGrid_to_Ev_min;EE-Bilanz;Flexible Direktdeckung;Lüftung;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Ev_min])/1000
VRGrid_to_Eev_min;EE-Bilanz;Flexible Direktdeckung;MIV;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Eev_min])/1000
VRGrid_to_min;EE-Bilanz;Flexible Direktdeckung;Quartier;kWh/m²NGFa;;;VRGrid_to_plugloads+VRGrid_to_Eh_min+VRGrid_to_Ec_min+VRGrid_to_Edhw_min+VRGrid_to_Ev_min+VRGrid_to_Eev_min
VRGrid_to_Eh_flex;EE-Bilanz;Flexible Überdeckung → Heizen;Heizen;kWh/m²NGFa;;;SUMME(sim[[VRGrid_to_Eh_flex_1el]:[VRGrid_to_Eh_flex_3el]])/1000
VRGrid_to_Ec_flex;EE-Bilanz;Flexible Überdeckung → Kühlen;Kühlen;kWh/m²NGFa;;;SUMME(sim[[VRGrid_to_Ec_flex_1el]:[VRGrid_to_Ec_flex_3el]])/1000
VRGrid_to_Edhw_flex;EE-Bilanz;Flexible Überdeckung;Warmwasser;kWh/m²NGFa;;;SUMME(sim[[VRGrid_to_Edhw1_flex]:[VRGrid_to_Edhw2_flex]])/1000
VRGrid_to_Batt;EE-Bilanz;Flexible Überdeckung → Batterie;e-Speicher Beladung;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Batt])/1000
VRGrid_to_Eev_flex;EE-Bilanz;Flexible Überdeckung;MIV;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_Eev_flex])/1000
VRGrid_to_flex;EE-Bilanz;Flexible Überdeckung;Quartier;kWh/m²NGFa;;;VRGrid_to_Eh_flex+VRGrid_to_Ec_flex+VRGrid_to_Edhw_flex+VRGrid_to_Batt+VRGrid_to_Eev_flex
VRGrid_to_building;EE-Bilanz;Flexible Deckung → Gebäude;Gebäude;kWh/m²NGFa;;;SUMME(sim[VRGrid_to_building])/1000
Eev_to_plugloads;EE-Bilanz;E-Car Entladung → Nutzerstrom;Haushaltsstrom;kWh/m²NGFa;;;-SUMME(sim[Eev_to_user])/1000
Eev_to_HVAC;;E-Car Entladung → HKLS;HKLS;kWh/m²NGFa;;;SUMME(I195:I198)
Eev_to_Eh_min;EE-Bilanz;E-Car Entladung;Heizen;kWh/m²NGFa;;;-SUMME(sim[Eev_to_Eh_min])/1000
Eev_to_Ec_min;EE-Bilanz;E-Car Entladung;Kühlen;kWh/m²NGFa;;;-SUMME(sim[Eev_to_Ec_min])/1000
Eev_to_Edhw_min;EE-Bilanz;E-Car Entladung;Warmwasser;kWh/m²NGFa;;;-SUMME(sim[Eev_to_Edhw_min])/1000
Eev_to_Ev_min;EE-Bilanz;E-Car Entladung;Lüftung;kWh/m²NGFa;;;-SUMME(sim[Eev_to_Ev_min])/1000
Eev_discharge_loss;EE-Bilanz;E-Car Entladung;Verluste;kWh/m²NGFa;;;SUMME(sim[Eev_discharge_total])/1000-I200
Eev_to_district;EE-Bilanz;E-Car Entladung;Quartier;kWh/m²NGFa;;;Eev_to_plugloads+Eev_to_Eh_min+Eev_to_Ec_min+Eev_to_Edhw_min+Eev_to_Ev_min
Grid_to_plugloads;EE-Bilanz;Netzstrom → Nutzerstrom;Haushaltsstrom;kWh/m²NGFa;;;SUMME(sim[Grid_to_user])/1000
Grid_to_Eh_min;EE-Bilanz;Netzstrom;Heizen;kWh/m²NGFa;;;SUMME(sim[Grid_to_Eh_min])/1000
Grid_to_Ec_min;EE-Bilanz;Netzstrom;Kühlen;kWh/m²NGFa;;;SUMME(sim[Grid_to_Ec_min])/1000
Grid_to_Edhw_min;EE-Bilanz;Netzstrom;Warmwasser;kWh/m²NGFa;;;SUMME(sim[Grid_to_Edhw_min])/1000
Grid_to_Ev_min;EE-Bilanz;Netzstrom;Lüftung;kWh/m²NGFa;;;SUMME(sim[Grid_to_Ev_min])/1000
Grid_to_building_min;EE-Bilanz;Netzstrom → Gebäude;Gebäude;kWh/m²NGFa;;;SUMME(sim[Grid_to_building_min])/1000
Grid_to_Eev_min;EE-Bilanz;Netzstrom;MIV;kWh/m²NGFa;;;SUMME(sim[Grid_to_Eev_min])/1000
Grid_to_min;EE-Bilanz;Netzstrom → Quartier;Quartier;kWh/m²NGFa;;;Grid_to_plugloads+Grid_to_Eh_min+Grid_to_Ec_min+Grid_to_Edhw_min+Grid_to_Ev_min+Grid_to_Eev_min
Eev_ext_charge;EE-Bilanz;E-Car Ladung Außerhalb des Quartiers;Quartier;kWh/m²NGFa;;;"EV_charging_losses_surcharge_factor*SUMME(sim[Eev_Cext_res];sim[Eev_Cext_work];sim[Eev_Cext_retail])/1000"
EUIh_district_heating;EE-Bilanz;Fernwärme;Heizen;kWh/m²NGFa;;;0,001*(heat_th2_is_dh*SUMME(sim[EUIh_2th])+heat_th4_is_dh*SUMME(sim[EUIh_4th]))
EUIdhw_district_heating;EE-Bilanz;Fernwärme;Warmwasser;kWh/m²NGFa;;;0,001*(dhw1_is_dh*SUMME(sim[EUIdhw_1th])+dhw2_is_dh*SUMME(sim[EUIdhw_2th]))
EUI_district_heating;EE-Bilanz;Fernwärme;Quartier;kWh/m²NGFa;;;EUIh_district_heating+EUIdhw_district_heating
EUIh_natural_gas;EE-Bilanz;Gas;Heizen;kWh/m²NGFa;;;0,001*(heat_th2_is_ng*SUMME(sim[EUIh_2th])+heat_th4_is_ng*SUMME(sim[EUIh_4th]))
EUIdhw_natural_gas;EE-Bilanz;Gas;Warmwasser;kWh/m²NGFa;;;0,001*(dhw1_is_ng*SUMME(sim[EUIdhw_1th])+dhw2_is_ng*SUMME(sim[EUIdhw_2th]))
EUI_natural_gas;EE-Bilanz;Gas;Quartier;kWh/m²NGFa;;;EUIh_natural_gas+EUIdhw_natural_gas
EUIh_biomass;EE-Bilanz;Biomasse;Heizen;kWh/m²NGFa;;;0,001*(heat_th2_is_bio*SUMME(sim[EUIh_2th])+heat_th4_is_bio*SUMME(sim[EUIh_4th]))
EUIdhw_biomass;EE-Bilanz;Biomasse;Warmwasser;kWh/m²NGFa;;;0,001*(dhw1_is_bio*SUMME(sim[EUIdhw_1th])+dhw2_is_bio*SUMME(sim[EUIdhw_2th]))
EUI_biomass;EE-Bilanz;Biomasse;Quartier;kWh/m²NGFa;;;EUIh_biomass+EUIdhw_biomass
EUIh_other;EE-Bilanz;Sonstige;Heizen;kWh/m²NGFa;;;0,001*(heat_th2_is_other*SUMME(sim[EUIh_2th])+heat_th4_is_other*SUMME(sim[EUIh_4th]))
EUIc_other;EE-Bilanz;Sonstige;Kühlen;kWh/m²NGFa;;;0,001*cool_th2_is_other*SUMME(sim[EUIc_2th])
EUIdhw_other;EE-Bilanz;Sonstige;Warmwasser;kWh/m²NGFa;;;0,001*(dhw1_is_other*SUMME(sim[EUIdhw_1th])+dhw2_is_other*SUMME(sim[EUIdhw_2th]))
EUI_other;EE-Bilanz;Sonstige;Quartier;kWh/m²NGFa;;;EUIh_other+EUIc_other+EUIdhw_other
EUI_mob_fossil;EE-Bilanz;MIV Fossil;;kWh/m²NGFa;;;PEI_mob_fossile/pe_conversion_factor_gasoline
EUIh_2th;EE-Bilanz;Heizen 2;Quartier;kWh/m²NGFa;;;SUMME(sim[EUIh_2th])/1000
EUIh_4th;EE-Bilanz;Heizen 4;Quartier;kWh/m²NGFa;;;SUMME(sim[EUIh_4th])/1000
EUIc_2th;EE-Bilanz;Kühlen 2;Quartier;kWh/m²NGFa;;;SUMME(sim[EUIc_2th])/1000
EUIdhw_1th;EE-Bilanz;WWWB1;Quartier;kWh/m²NGFa;;;SUMME(sim[EUIdhw_1th])/1000
EUIdhw_2th;EE-Bilanz;WWWB2;Quartier;kWh/m²NGFa;;;SUMME(sim[EUIdhw_2th])/1000
Grid_total_flexandnotflex;EE-Bilanz;Netzstrom insg. (Flexibel und Inflexibel);Quartier;kWh/m²NGFa;;;VRGrid_to_building+Grid_to_min
context_factor_density;PE-Bilanz;Kontextfaktor bauliche Dichte;;kWhPEges./m²NGFa;;;"-MIN(cfd_fPE*(cfd_A/(FSI+cfd_dx)-cfd_EUI);cfd_cutoff)"
context_factor_mobility;PE-Bilanz;Kontextfaktor Mobilität;;kWhPEges./m²NGFa;;;per_NFA*(cfm_budget_residential*NFA_residential+cfm_budget_office*NFA_office+cfm_budget_school*(NFA_schoolprim+NFA_schoolsec)+cfm_budget_retail*(NFA_retailfood+NFA_retailother+NFA_other))
context_factor_renovation;PE-Bilanz;Kontextfaktor Sanierung;;kWhPEges./m²NGFa;;;"cfr_budget*SUMMENPRODUKT(Renovation_shares;NFA_shares)"
PEI_demand;PE-Netzäquivalenz-Bilanz;Betriebsenergie;;kWhPEges./m²NGFa;;;PEI_el_plugloads+PEI_el_hvac+PEI_district_heating+PEI_natural_gas+PEI_biomass+PEI_other
PEI_el_plugloads;PE-Netzäquivalenz-Bilanz;Nutzerstrom;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_el_user])/1000
PEI_el_hvac;PE-Netzäquivalenz-Bilanz;HKLS Strom;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_el_hvac])/1000
PEI_district_heating;PE-Netzäquivalenz-Bilanz;HKLS Fernwärme;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_district_heating])/1000
PEI_natural_gas;PE-Netzäquivalenz-Bilanz;HKLS Erdgas;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_natural_gas])/1000
PEI_biomass;PE-Netzäquivalenz-Bilanz;HKLS Biomasse;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_biomass])/1000
PEI_other;PE-Netzäquivalenz-Bilanz;HKLS Sonstige;;kWhPEges./m²NGFa;;;SUMME(sim[PEI_other])/1000
PEI_mob_total;PE-Netzäquivalenz-Bilanz;Mobilität (MIV);;kWhPEges./m²NGFa;;;PEI_mob_fossile+PEI_mob_el
PEI_mob_fossile;PE-Netzäquivalenz-Bilanz;MIV Fossil;;kWhPEges./m²NGFa;;;EUI_mob_fossile*pe_conversion_factor_gasoline
PEI_mob_el;PE-Netzäquivalenz-Bilanz;MIV Elektrisch;;kWhPEges./m²NGFa;;;UED_mob_el_target*EV_charging_losses_surcharge_factor*MITTELWERT(sim[cf_PEI_grid])
PEI_storage_losses;PE-Netzäquivalenz-Bilanz;Speicher-Verluste;;kWhPEges./m²NGFa;;;"0,001*(SUMMENPRODUKT(sim[Batt_total_charge];sim[cf_PEI_flex_gridsub])/Batt_eff_factor_charge-SUMMENPRODUKT(sim[Batt_total_discharge];sim[cf_PEI_flex_gridsub])*Batt_eff_factor_discharge)"
PEI_cf_density;PE-Netzäquivalenz-Bilanz;Kontext bauliche Dichte;;kWhPEges./m²NGFa;;;context_factor_density
PEI_cf_mobility;PE-Netzäquivalenz-Bilanz;Kontext Mobilität;;kWhPEges./m²NGFa;;;mobility_is_included*context_factor_mobility
PEI_cf_renovation;PE-Netzäquivalenz-Bilanz;Kontext Sanierung;;kWhPEges./m²NGFa;;;context_factor_renovation
PEI_sub_PV;PE-Netzäquivalenz-Bilanz;Lokale Erneuerbare (Netzstrom Substitutionsäquivalent);;kWhPEges./m²NGFa;;;"SUMMENPRODUKT(sim[PV_yield];sim[cf_PEI_grid])/1000"
PEI_sub_flex;PE-Netzäquivalenz-Bilanz;Energieflexibilität (Netzstrom Substitutionsäquivalent);;kWhPEges./m²NGFa;;;SUMME(sim[PEI_flex_grid_substitution])/1000
PEI_balance;PE-Netzäquivalenz-Bilanz;PE-Bilanz Netzäquivalent;;kWhPEges./m²NGFa;;;PEI_cf_renovation+PEI_cf_mobility+PEI_cf_density+PEI_sub_flex+PEI_sub_PV-PEI_demand-PEI_mob_total-PEI_storage_losses
PEI_grid_import;PE-ImportExport Bilanz;Netzbezug;;kWhPEges./m²NGFa;;;0,001*SUMME(sim[cf_PEI_grid]*sim[E_grid])
PEI_flex_import;;Flexibler Bezug;;kWhPEges./m²NGFa;;;"SUMMENPRODUKT(sim[cf_PEI_flex_grid];sim[VRGrid_total_min_use]+sim[VRGrid_total_flex_use])/1000"
PEI_evExtCharge_import;PE-ImportExport Bilanz;EV Externe Beladung;;kWhPEges./m²NGFa;;;"0,001*SUMMENPRODUKT(sim[cf_PEI_grid];sim[Eev_Cext_res]+sim[Eev_Cext_work]+sim[Eev_Cext_retail])*EV_charging_losses_surcharge_factor"
PEI_import;PE-ImportExport Bilanz;Primärenergie-Import;;kWhPEges./m²NGFa;;;PEI_district_heating+PEI_natural_gas+PEI_flex_import+PEI_biomass+PEI_other+PEI_mob_fossile+PEI_grid_import+PEI_evExtCharge_import
PEI_pv_export;PE-ImportExport Bilanz;PV Netzeinspeisung PE;;kWhPEges./m²NGFa;;;"SUMMENPRODUKT(sim[PV_to_Egrid];sim[cf_PEI_grid])/1000"
PEI_evOtherTravel_export;PE-ImportExport Bilanz;EV Other Travels;;;;;UED_mob_el_other*EV_charging_losses_surcharge_factor*MITTELWERT(sim[cf_PEI_grid])
PEI_export;PE-ImportExport Bilanz;Primärenergie-Export;;kWhPEges./m²NGFa;;;PEI_pv_export+PEI_evOtherTravel_export
PEI_saldo_project;PE-ImportExport Bilanz;PE-IE-Bilanz Projektwert;;kWhPEges./m²NGFa;;;PEI_export-PEI_import
PEI_saldo_target;PE-ImportExport Bilanz;PE-IE-Bilanz Zielwert;;kWhPEges./m²NGFa;;;-PEI_cf_density-PEI_cf_mobility-PEI_cf_renovation
PEI_importExport_balance;PE-ImportExport Bilanz;importExport Saldo Projektwert - Zielwert;;kWhPEges./m²NGFa;;;PEI_saldo_project-PEI_saldo_target
fPE_grid;;PE Faktor Netzstrom Statistisch;;;;;MITTELWERT(sim[cf_PEI_grid])
fPE_eff;;PE Faktor Netzstrom Effektiv;;;;;(I262+I263+I264)/(Grid_to_min+VRGrid_to_min+VRGrid_to_flex+Eev_ext_charge)
GWP_ee_walls_fossile;THG-Bilanz;Bauteil Außenwand fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_walls_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_walls_biogenic;THG-Bilanz;Bauteil Außenwand biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_walls_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_walls_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_walls;THG-Bilanz;Bauteil Außenwand Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_walls_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_walls_fossil;;;;;;;"GWP_ee_walls_fossile*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_walls; 0))"
GWP_ee_lc_walls_biogenic;;;;;;;"GWP_ee_walls_biogenic*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_walls; 0))"
GWP_ee_lc_walls;THG-Bilanz;Bauteil Außenwand;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_walls_fossil+GWP_ee_lc_walls_biogenic
GWP_ee_windows_fossile;THG-Bilanz;Bauteil Fenster fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_windows_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_windows_bigenic;THG-Bilanz;Bauteil Fenster biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_windows_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_windows_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_windows;THG-Bilanz;Bauteil Fenster Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_windows_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_windows_fossile;;;;;;;"(GWP_ee_windows_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_windows; 0))"
GWP_ee_lc_windows_biogenic;;;;;;;"(GWP_ee_windows_bigenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_windows; 0))"
GWP_ee_lc_windows;THG-Bilanz;Bauteil Fenster;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_windows_fossile+GWP_ee_lc_windows_biogenic
GWP_ee_roof_fossile;THG-Bilanz;Bauteil Dach fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_roof_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_roof_biogenic;THG-Bilanz;Bauteil Dach biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_roof_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_roof_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_roof;THG-Bilanz;Bauteil Dach Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_roof_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_roof_fossile;;;;;;;"(GWP_ee_roof_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_roof; 0))"
GWP_ee_lc_roof_biogenic;;;;;;;"(GWP_ee_roof_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_roof; 0))"
GWP_ee_lc_roof;THG-Bilanz;Bauteil Dach;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_roof_fossile+GWP_ee_lc_roof_biogenic
GWP_ee_ground_fossile;THG-Bilanz;Bauteil Decke gegen Erdreich / Keller fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_ground_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_ground_biogenic;THG-Bilanz;Bauteil Decke gegen Erdreich / Keller biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_ground_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_ground_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_ground;THG-Bilanz;Bauteil Decke gegen Erdreich / Keller Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_ground_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_ground_fossile;;;;;;;"(GWP_ee_ground_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ground; 0))"
GWP_ee_lc_ground_biogenic;;;;;;;"(GWP_ee_ground_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ground; 0))"
GWP_ee_lc_ground;THG-Bilanz;Bauteil Decke gegen Erdreich / Keller;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_ground_fossile+GWP_ee_lc_ground_biogenic
GWP_ee_ceilings_fossile;THG-Bilanz;Bauteil Zwischengeschoßdecken fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ceilings_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_ceilings_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_ceilings_biogenic;THG-Bilanz;Bauteil Zwischengeschoßdecken biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ceilings_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_ceilings_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_ceilings_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_ceilings;THG-Bilanz;Bauteil Zwischengeschoßdecken Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_ceilings_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_ceilings_fossile;;;;;;;"(GWP_ee_ceilings_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ceilings; 0))"
GWP_ee_lc_ceilings_biogenic;;;;;;;"(GWP_ee_ceilings_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_ceilings; 0))"
GWP_ee_lc_ceil;THG-Bilanz;Bauteil Zwischengeschoßdecken;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_ceilings_fossile+GWP_ee_lc_ceilings_biogenic
GWP_ee_general_fossile;THG-Bilanz;Baulich Allgemein fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_general_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_general_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_general_bigonenic;THG-Bilanz;Baulich Allgemein biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_general_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_general_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_general_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_general;THG-Bilanz;Baulich Allgemein Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_general_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_general_fossile;;;;;;;"(GWP_ee_general_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_general; 0))"
GWP_ee_lc_general_biogenic;;;;;;;"(GWP_ee_general_bigonenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_general; 0))"
GWP_ee_general;THG-Bilanz;Baulich Allgemein;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_general_fossile+GWP_ee_lc_general_biogenic
GWP_ee_other_fossile;THG-Bilanz;Baulich Andere fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_other_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_other_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_other_biogenic;THG-Bilanz;Baulich Andere biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_other_name;GWP_Katalog;5;FALSCH)*MAX(SVERWEIS(GWP_other_name;GWP_Katalog;7;FALSCH);55%)*SVERWEIS(SVERWEIS(GWP_other_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_other;THG-Bilanz;Baulich Andere Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_other_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_other_fossile;;;;;;;"(GWP_ee_other_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_other; 0))"
GWP_ee_lc_other_biogenic;;;;;;;"(GWP_ee_other_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_other; 0))"
GWP_ee_lc_other;THG-Bilanz;Baulich Sammel-Maßnahmen;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_other_fossile+GWP_ee_lc_other_biogenic
GWP_ee_direct_fossile;THG-Bilanz;Baulich Direkteingabe fossil;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_direct_fossile
GWP_ee_direct_biogenic;THG-Bilanz;Baulich Direkteingabe biogen;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_direct_biogenic*GWP_direct_biogenic_share
GWP_life_direct;THG-Bilanz;"Baulich 
Direkteingabe Lebensdauer";;Jahre;;;GWP_direct_life
GWP_ee_lc_direct_fossile;;;;;;;"(GWP_ee_direct_fossile)*(1+ABRUNDEN(GHG_LCA_timeframe_years/I323; 0))"
GWP_ee_lc_direct_biogenic;;;;;;;"(GWP_ee_direct_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/I323; 0))"
GWP_ee_lc_direct;THG-Bilanz;Baulich Direkteingabe;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_direct_fossile+GWP_ee_lc_direct_biogenic
