var_name;Kategorie;Name;Bereich;Einheit;Label;Kommentar;Formel
GWP_ee_con_build;THG-Bilanz;Baulich Errichtung;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_walls_fossile+GWP_ee_walls_biogenic+GWP_ee_windows_fossile+GWP_ee_windows_bigenic+GWP_ee_roof_fossile+GWP_ee_roof_biogenic+GWP_ee_ground_fossile+GWP_ee_ground_biogenic+GWP_ee_ceilings_fossile+GWP_ee_ceilings_biogenic+GWP_ee_general_fossile+GWP_ee_general_bigonenic+GWP_ee_other_fossile+GWP_ee_other_biogenic++GWP_ee_direct_fossile+GWP_ee_direct_biogenic
GWP_ee_rep_build;THG-Bilanz;Baulich Instandsetzung;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_construction-GWP_ee_con_build
GWP_ee_lc_fossil;;Baulich Fossil;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_walls_fossil+GWP_ee_lc_windows_fossile+GWP_ee_lc_roof_fossile+GWP_ee_lc_ground_fossile+GWP_ee_lc_ceilings_fossile+GWP_ee_lc_general_fossile+GWP_ee_lc_other_fossile+GWP_ee_lc_direct_fossile
GWP_ee_lc_biogenic;;Baulich Biogen;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_walls_biogenic+GWP_ee_lc_windows_biogenic+GWP_ee_lc_roof_biogenic+GWP_ee_lc_ground_biogenic+GWP_ee_lc_ceilings_biogenic+GWP_ee_lc_general_biogenic+GWP_ee_lc_other_biogenic+GWP_ee_lc_direct_biogenic
GWP_ee_lc_construction;THG-Bilanz;Baulich;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_walls+GWP_ee_lc_windows+GWP_ee_lc_roof+GWP_ee_lc_ground+GWP_ee_lc_ceil+GWP_ee_lc_general+GWP_ee_lc_other+GWP_ee_lc_direct
GWP_ee_tga_pv_fossile;THG-Bilanz;TGA PV fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_pv_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_pv_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_pv_biogenic;THG-Bilanz;TGA PV biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_pv_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_pv_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_tga_pv;THG-Bilanz;TGA PV Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_other_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_pv;THG-Bilanz;TGA PV;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_pv_fossile+GWP_ee_tga_pv_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_tga_pv; 0))"
GWP_ee_tga_boreholes_fossile;THG-Bilanz;TGA Erdsonden fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_boreholes_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_boreholes_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_boreholes_biogenic;THG-Bilanz;TGA Erdsonden biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_boreholes_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_boreholes_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_tga_boreholes;THG-Bilanz;TGA Erdsonden Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_boreholes_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_boreholes;THG-Bilanz;TGA Erdsonden;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_boreholes_fossile+GWP_ee_tga_boreholes_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_tga_boreholes; 0))"
GWP_ee_tga_ventilation_fossile;THG-Bilanz;TGA Lüftung fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ventilation_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_ventilation_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_ventilation_biogenic;THG-Bilanz;TGA Lüftung biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_ventilation_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_ventilation_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_tga_ventilation;THG-Bilanz;TGA Lüftung Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_ventilation_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_ventilation;THG-Bilanz;TGA Lüftung;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_ventilation_fossile+GWP_ee_tga_ventilation_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_tga_ventilation; 0))"
GWP_ee_tga_solarthermal_fossile;THG-Bilanz;TGA Solarthermie fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_solarthermal_biogenic;THG-Bilanz;TGA Solarthermie biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_solarthermal;THG-Bilanz;TGA Solarthermie Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_solarthermal;THG-Bilanz;TGA Solarthermie;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_solarthermal_fossile+GWP_ee_tga_solarthermal_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_solarthermal; 0))"
GWP_ee_tga_battery_fossile;THG-Bilanz;TGA E-Batterie fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_battery_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_battery_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_battery_biogenic;THG-Bilanz;TGA E-Batterie biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_battery_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_battery_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_battery;THG-Bilanz;TGA E-Batterie Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_battery_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_battery;THG-Bilanz;TGA E-Batterie;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_battery_fossile+GWP_ee_tga_battery_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_battery; 0))"
GWP_ee_tga_storage_fossile;THG-Bilanz;TGA Speicher fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_storage_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_storage_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_storage_biogenic;THG-Bilanz;TGA Speicher biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_storage_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_storage_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_storage;THG-Bilanz;TGA Speicher Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_storage_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_storage;THG-Bilanz;TGA Speicher;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_storage_fossile+GWP_ee_tga_storage_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_storage; 0))"
GWP_ee_tga_general_fossile;THG-Bilanz;TGA Allgemein fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_tga_general_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_tga_general_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_general_biogenic;THG-Bilanz;TGA Allgemein biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_solarthermal_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_tga_general_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_tga_general;THG-Bilanz;TGA Allgemein Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_tga_general_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_tga_general;THG-Bilanz;TGA Allgemein;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_general_fossile+GWP_ee_tga_general_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_tga_general; 0))"
GWP_ee_tga_other_fossile;THG-Bilanz;TGA Andere fossil;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_tga_other_name;GWP_Katalog;4;FALSCH)*SVERWEIS(SVERWEIS(GWP_tga_other_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_ee_tga_other_biogenic;THG-Bilanz;TGA Andere biogen;;GWP 100A (kgCO2equiv/m²BGF);;;"WENNNV(SVERWEIS(GWP_tga_other_name;GWP_Katalog;5;FALSCH)*SVERWEIS(SVERWEIS(GWP_tga_other_name;GWP_Katalog;3;FALSCH);refArea;2;FALSCH);0)"
GWP_life_tga_other;THG-Bilanz;TGA Andere Lebensdauer;;Jahre;;;"WENNNV(SVERWEIS(GWP_tga_other_name;GWP_Katalog;6;FALSCH);GHG_LCA_timeframe_years+1)"
GWP_ee_lc_tga_other;THG-Bilanz;TGA Sammel-Maßnahmen;;GWP 100A (kgCO2equiv/m²BGF);;;"(GWP_ee_tga_other_fossile+GWP_ee_tga_other_biogenic)*(1+ABRUNDEN(GHG_LCA_timeframe_years/GWP_life_tga_other; 0))"
GWP_ee_con_tga;THG-Bilanz;Errichtung TGA;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_tga_pv_fossile+GWP_ee_tga_pv_biogenic+GWP_ee_tga_boreholes_fossile+GWP_ee_tga_boreholes_biogenic+GWP_ee_tga_ventilation_fossile+GWP_ee_tga_ventilation_biogenic+GWP_ee_tga_solarthermal_fossile+GWP_ee_tga_solarthermal_biogenic+GWP_ee_tga_battery_fossile+GWP_ee_tga_battery_biogenic+GWP_ee_tga_storage_fossile+GWP_ee_tga_storage_biogenic+GWP_ee_tga_general_fossile+GWP_ee_tga_general_biogenic+GWP_ee_tga_other_fossile+GWP_ee_tga_other_biogenic
GWP_ee_rep_tga;THG-Bilanz;Instandsetzung TGA;;GWP 100A (kgCO2equiv/m²BGF);;;I369-I367
GWP_ee_lc_tga;THG-Bilanz;TGA;;GWP 100A (kgCO2equiv/m²BGF);;;GWP_ee_lc_pv+GWP_ee_lc_boreholes+GWP_ee_lc_ventilation+GWP_ee_lc_solarthermal+GWP_ee_lc_battery+GWP_ee_lc_storage+GWP_ee_lc_tga_general+GWP_ee_lc_tga_other
GWP_ee_mob_fossile;THG-Bilanz;Errichtung Mobilität fossil;;GWP 100S (kgCO2equiv/m²BGF);;;GWP_miv_count_fossile*GWP_mobility_construction_fossil*1000/GFA_total
GWP_ee_mob_ev;THG-Bilanz;Errichtung Mobilität Elektrisch;;GWP 100S (kgCO2equiv/m²BGF);;;GWP_miv_count_ev*GWP_mobility_construction_ev*1000/GFA_total
GWP_ee_lc_mob;THG-Bilanz;Errichtung Mobilität;;GWP 100S (kgCO2equiv/m²BGF);;;GWP_ee_mob_fossile+GWP_ee_mob_ev
GWP_oe_battery_charge;THG-Bilanz;Betrieb Batterie Beladung;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(sim[cf_GHG_grid];sim[VRGrid_to_Batt])/1000/NFA_to_GFA_ratio"
GWP_emInt_grid_avg;;Emissions-Intensität Netzstrom allgemein;;gCO2eq/kWh;;;MITTELWERT(sim[cf_GHG_grid])*1000
GWP_emInt_grid;;Emissions-Intensität Netzstrombezug;;gCO2eq/kWh;;;GWP_oe_grid_build*NFA_to_GFA_ratio/(Grid_to_min-Grid_to_Eev_min)*1000
GWP_emInt_flex;;Emissions-Intensität Flexibler Netzbezug;;gCO2eq/kWh;;;GWP_oe_flex_build*NFA_to_GFA_ratio/(VRGrid_to_flex-VRGrid_to_Eev_flex+VRGrid_to_min-VRGrid_to_Eev_min)*1000
GWP_emInt_batt_charge;;Emissions-Intensität Batterie Beladung;;gCO2eq/kWh;;;GWP_oe_battery_charge/Batt_total_charge_input*1000*NFA_to_GFA_ratio
GWP_emInt_ev_charge;;Emissions-Intensität EV ladung;;gCO2eq/kWh;;;GWP_oe_mob_ev/EUIev_el_total*1000*NFA_to_GFA_ratio
GWP_emInt_PV_feedin;;Emissions-Intensität Netzeinspeisung;;gCO2eq/kWh;;;GWP_oe_grid_feedin*NFA_to_GFA_ratio/PV_to_Egrid*1000
GWP_oe_grid_build;THG-ImportExport Bilanz;Betrieb Gebäude Netzstrombezug;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(sim[cf_GHG_grid];sim[Grid_to_building_min])/1000/NFA_to_GFA_ratio"
GWP_oe_flex_build;THG-Bilanz;Betrieb Gebäude Flexibler Netzbezug;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(sim[cf_GHG_grid];sim[VRGrid_to_building])/1000/NFA_to_GFA_ratio"
GWP_oe_district_heating;THG-ImportExport Bilanz;Betrieb HKLS Fernwärme;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(EUI_th;is_district_heating;ghg_conversion_factors_thermal)/NFA_to_GFA_ratio"
GWP_oe_natural_gas;THG-ImportExport Bilanz;Betrieb HKLS Erdgas;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(EUI_th;is_natural_gas;ghg_conversion_factors_thermal)/NFA_to_GFA_ratio"
GWP_oe_biomass;THG-ImportExport Bilanz;Betrieb HKLS Biomasse;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(EUI_th;is_biomass;ghg_conversion_factors_thermal)/NFA_to_GFA_ratio"
GWP_oe_other;THG-ImportExport Bilanz;Betrieb HKLS Sonstige;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(EUI_th;is_other_thermal_pe;ghg_conversion_factors_thermal)/NFA_to_GFA_ratio"
GWP_oe_grid_feedin;THG-ImportExport Bilanz;Betrieb Netzeinspeisung;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"-SUMMENPRODUKT(sim[cf_GHG_grid];sim[PV_to_Egrid])/1000/NFA_to_GFA_ratio"
GWP_oe_building;THG-ImportExport Bilanz;Betrieb Gebäude;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;SUMME(I392:I398)
GWP_oe_mob_ev;THG-Bilanz;GWP MIV elektrisch INSGESAMTE LADUNG;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;"SUMMENPRODUKT(sim[cf_GHG_grid];sim[Grid_to_Eev_min]+sim[VRGrid_to_Eev_min]+sim[VRGrid_to_Eev_flex]+EV_charging_losses_surcharge_factor*(sim[Eev_Cext_res]+sim[Eev_Cext_work]+sim[Eev_Cext_retail]))/1000/NFA_to_GFA_ratio"
GWP_oe_mob_ev_export;THG-ImportExport Bilanz;GWP MIV Export (Anderer Verkehr);pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;-GWP_emInt_grid_avg*UED_mob_el_other*EV_charging_losses_surcharge_factor/1000/NFA_to_GFA_ratio
GWP_oe_mob_fossile;THG-Bilanz;GWP MIV fossil;pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;mobility_is_included*I474*GWP_mobility_car_gpPKm/1000/GFA_total
GWP_oe_mob;THG-Bilanz;Mobilität (Ursächlich);pro Jahr;GWP pro Jahr (kgCO2equiv/m²BGFa);;;GWP_oe_mob_fossile+GWP_oe_mob_ev+GWP_oe_mob_ev_export
GWP_oe;;GWP Quartier (Gebäude+MIV);;GWP pro Jahr (kgCO2equiv/m²BGFa);;;GWP_oe_mob+GWP_oe_building
GWP_oe_lc_grid_build;THG-Bilanz;LZ Betrieb Gebäude Netzstrombezug;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_grid_build*GWP_rcpi_grid
GWP_oe_lc_flex_build;THG-Bilanz;LZ Betrieb Gebäude Flexibler Netzbezug;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_flex_build*GWP_rcpi_grid
GWP_oe_lc_district_heating;THG-Bilanz;LZ Betrieb HKLS Fernwärme;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;"NFA_to_GFA_ratio*SUMMENPRODUKT(EUI_th;is_district_heating;ghg_conversion_factors_thermal;GWP_rcpis_thermal)"
GWP_oe_lc_natural_gas;THG-Bilanz;LZ Betrieb HKLS Erdgas;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;"NFA_to_GFA_ratio*SUMMENPRODUKT(EUI_th;is_natural_gas;ghg_conversion_factors_thermal;GWP_rcpis_thermal)"
GWP_oe_lc_biomass;THG-Bilanz;LZ Betrieb HKLS Biomasse;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;"NFA_to_GFA_ratio*SUMMENPRODUKT(EUI_th;is_biomass;ghg_conversion_factors_thermal;GWP_rcpis_thermal)"
GWP_oe_lc_other;THG-Bilanz;LZ Betrieb HKLS Sonstige;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;"NFA_to_GFA_ratio*SUMMENPRODUKT(EUI_th;is_other_thermal_pe;ghg_conversion_factors_thermal;GWP_rcpis_thermal)"
GWP_oe_lc_grid_feedin;THG-Bilanz;LZ Betrieb Netzeinspeisung;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_grid_feedin*GWP_rcpi_grid_substition
GWP_oe_lc_building;THG-Bilanz;LZ Betrieb Gebäude;2025-2050;;;;SUMME(I409:I415)
GWP_oe_lc_emission;;LZ Betrieb Gebäude Emissionen;;;;;SUMME(I409:I414)
GWP_oe_lc_emission_savings;;LZ Betrieb Gebäude Vermiedene Emissionen;;;;;-GWP_oe_lc_grid_feedin
GWP_oe_lc_mob_ev;THG-Bilanz;LCA OE MIV elektrisch;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_mob_ev*GWP_rcpi_grid
GWP_oe_lc_mob_export;THG-Bilanz;LV Mobilitäts-Export;2025-2075;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_mob_ev_export*GWP_rcpi_grid
GWP_oe_lc_mob_fossile;THG-Bilanz;LCA OE MIV fossil;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_mob_fossile*GWP_rcpi_mob_fossile
GWP_oe_lc_mob;THG-Bilanz;Mobilität;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_lc_mob_ev+GWP_oe_lc_mob_export+GWP_oe_lc_mob_fossile
GWP_lc_total;THG-Bilanz;THG-Emissionen 2025-2075;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_lc_mob+GWP_oe_lc_building+GWP_ee_lc_mob+GWP_ee_lc_tga+GWP_ee_lc_construction
GWP_lc_OE_total;THG-Bilanz;OE THG-Emissionen 2025-2075;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;GWP_oe_lc_mob+GWP_oe_lc_building
GWP_lc_EE_total;THG-Bilanz;EE THG-Emissionen 2025-2075;2025-2050;GWP 100S (kgCO2equiv/m²BGF);;;+GWP_ee_lc_mob+GWP_ee_lc_tga+GWP_ee_lc_construction
cost_E_grid;Stromkosten;Kosten Netzbezug;;€;;;SUMME(sim[cost_E_grid])
cost_VRGrid_flex;Stromkosten;Kosten Flexibler Bezug;;€;;;SUMME(sim[cost_VRGrid_flex])
cost_PV_to_Egrid;Stromkosten;Kosten Netzeinspeisung;;€;;;SUMME(sim[cost_PV_to_Egrid])*GFA_total
cost_total;Stromkosten;Summe Kosten;;€;;;
flex_signal_ratio;Netzdienlichkeit der Energieflexibilität;Freigabesignal Anteil Jahr;;;;;"ZÄHLENWENN(sim[Signal];1)/8760"
flex_signal_ratio_winter;Netzdienlichkeit der Energieflexibilität;Freigabesignal Anteil  Winter;;;;;"SUMMENPRODUKT( (sim[Signal]=1) * ISTZAHL(VERGLEICH(month;winter_months;0)) ) / 8760 * 2"
flex_signal_ratio_summer;Netzdienlichkeit der Energieflexibilität;Freigabesignal Anteil  Sommer;;;;;"SUMMENPRODUKT( (sim[Signal]=1) * ISTZAHL(VERGLEICH(month;summer_months;0)) ) / 8760 * 2"
flex_GSRU;Netzdienlichkeit der Energieflexibilität;Flex GSRU;;;"""Zufällige Netzdienlichkeit, Deckung Mindestbedarfe""";;VRGrid_to_min/EUI_el_total
flex_GSRI;Netzdienlichkeit der Energieflexibilität;Flex GSRI;;;;;VRGrid_to_flex/EUI_el_total
flex_GSR;Netzdienlichkeit der Energieflexibilität;Flex GSR;;;;;I439+I440
PV_own_consumption_direct;PV;PV Eigenverbrauch direkt;;;;;PV_total_direct/PV_total
PV_own_consumption_flex;PV;PV Eigenverbrauch flex;;;;;PV_total_flex/PV_total
PV_own_consumption;PV;PV Eigenverbrauch insgesamt;;;SCR;;PV_own_consumption_direct+PV_own_consumption_flex
EUI_self_sufficiency;PV;Energie-Autonomie;;;;;(PV_total_direct+PV_total_flex)/EUI_el_total
Batt_total_charge;Batterienutzung;Batterie Jährliche Beladung;;kWh/m²NGFa;;;SUMME(sim[Batt_total_charge])/1000
Batt_total_discharge;Batterienutzung;Jährliche Entladung;;kWh/m²NGFa;;;SUMME(sim[Batt_total_discharge])/1000*Batt_eff_factor_discharge
Batt_charge_losses;Batterienutzung;Verluste Beladung;;kWh/m²NGFa;;;Batt_total_charge_input-Batt_total_charge
Batt_discharge_losses;Batterienutzung;Verluste Entladung;;kWh/m²NGFa;;;Batt_total_charge-Batt_total_discharge-Batt_cap_Wh_per_NFA/1000*Batt_SOC_init
Batt_RTE;Batterienutzung;Round-Trip- Efficiency;;;;;"WENNFEHLER(Batt_total_discharge/Batt_total_charge_input;0)"
Batt_FEC;Batterienutzung;Batterie Volladezyklen;;x;;;"WENNFEHLER(Batt_total_charge*1000/Batt_cap_Wh_per_NFA;0)"
StatPAX;Mobilität;Quartier;;StatPAX;;;I462+I458+I457
mob_annual_milage_district;Mobilität;Gesamtverkehr;;km/a;;;SUMME(I466:I469)
mob_annual_mileage_PAX;Mobilität;Gesamtverkehr pro STATPAX;;km/PAX/a;;;mob_annual_milage_district/StatPAX
UED_mob_el_target;Mobilität;EE-Bedarf Zielverkehr Elektrisch;;kWh/m²NGFa;;;mobility_is_included*I473*EV_demand_kWhpkm*per_NFA
EUI_mob_fossile;Mobilität;EE-Bedarf Zielverkehr Fossil;;kWh/m²NGFa;;;mobility_is_included*I474*fossile_demand_kWhpkm*per_NFA
EV_FEC;Mobilität;EV Volladezyklen;;;;;"WENNFEHLER(SUMME(sim[Eev_Cmin];sim[Eev_flex_final])/I484;0)"
UED_mob_el_total;Mobilität;Gesamtverkehr elektrisch;;kWh/m²NGFa;;;mobility_is_included*I479*EV_share*EV_demand_kWhpkm*per_NFA
UED_mob_el_other;Mobilität;Quell- und anderer Verkehr elektrisch;;kWh/m²NGFa;;;mobility_is_included*(I486-UED_mob_el_target)
EUIev_el_total;Mobilität;EV Jährliche Beladung;;;;;EUIev_el+Eev_ext_charge
Edhw_th;Warmwasser;WW Endenergiebedarf Thermisch;;kWh/m²NGFa;;;Edhw_1_th+Edhw_2_th
Edhw_el;Warmwasser;WW Endenergiebedarf Elektrisch (inkl. Hilfsstrom);;kWh/m²NGFa;;;Edhw_1_el+Edhw_2_el
Edhw_aux_el;Warmwasser;WW Hilfsstrom;;;;;Edhw_1_aux_el+Edhw_2_aux_el
Edhw_1_th;Warmwasser;WW 1 Endenergie thermisch;;kWh/m²NGFa;;;SUMME(sim[Qdhw_1_total])/1000
Edhw_1_el;Warmwasser;WW 1 Endenergie elektrisch (inkl. Hilfsstrom);;kWh/m²NGFa;;;"SUMME(sim[Edhw_1_min_el];sim[Edhw1_flex_final])/1000"
Edhw_1_aux_el;Warmwasser;WW 1 Hilfsstrom;;kWh/m²NGFa;;;Edhw_1_th * DHW_1_el_aux
Edhw_2_th;Warmwasser;WW 2 Endenergie thermisch;;kWh/m²NGFa;;;SUMME(sim[Qdhw_2_total])/1000
Edhw_2_el;Warmwasser;WW 2 Endenergie elektrisch (inkl.Hilfsstrom);;kWh/m²NGFa;;;"SUMME(sim[Edhw_2_min_el];sim[Edhw2_flex_final])/1000"
Edhw_2_aux_el;Warmwasser;WW 2 Hilfsstrom;;kWh/m²NGFa;;;Edhw_2_th * DHW_2_el_aux
