var_name;Domain;Measure;Unit;Formula
VRGrid_to_Ec_flex_3el;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=MIN([@[Ec_el3_flex_potential]]-[@[PV_to_Ec_flex_3el]],[@[VRGrid_potential]]-SUM(sim[@[VRGrid_total_min_use]:[VRGrid_to_Eh_flex_3el]]))
VRGrid_to_Edhw1_flex;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=MIN([@[Edhw_1_flex_potential]]-[@[PV_to_Edhw1_flex]],[@[VRGrid_potential]]-SUM(sim[@[VRGrid_total_min_use]:[VRGrid_to_Ec_flex_3el]]))
VRGrid_to_Edhw2_flex;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=MIN([@[Edhw_2_flex_potential]]-[@[PV_to_Edhw2_flex]],[@[VRGrid_potential]]-SUM(sim[@[VRGrid_total_min_use]:[VRGrid_to_Ec_flex_3el]]))
VRGrid_to_HVAC_flex;Flexibler Netzbezug;Speicherbeladung;;=SUM(sim[@[VRGrid_to_Eh_flex_1el]:[VRGrid_to_Edhw2_flex]])
VRGrid_to_Eev_flex;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=MIN([@[Eev_flex_potential]]-[@[PV_to_Eev_flex]],[@[VRGrid_potential]]-[@[VRGrid_total_min_use]]-[@[VRGrid_to_HVAC_flex]])
VRGrid_to_Batt;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=Batt_is_gridcharged*MIN([@[Ebatt_charge_potential]]-[@[PV_to_Batt]],[@[VRGrid_potential]]-[@[VRGrid_total_min_use]]-[@[VRGrid_to_HVAC_flex]]-[@[VRGrid_to_Eev_flex]])
VRGrid_total_flex_use;Flexibler Netzbezug;Speicherbeladung;Wh/m²;=SUM(sim[@[VRGrid_to_HVAC_flex]:[VRGrid_to_Batt]])
VRGrid_to_building;;;Wh/m²;=[@[VRGrid_total_min_use]]+[@[VRGrid_total_flex_use]]-[@[VRGrid_to_Eev_min]]-[@[VRGrid_to_Eev_flex]]
Eev_discharge_potential;Vehicle-to-Building;Potential;Wh/m²;=SUM(sim[@[Eev_Dflex_pot_res]:[Eev_Dflex_pot_retail]])*EV_charging_efficiency
Eev_to_user;Vehicle-to-Building;Direktnutzung;Wh/m²;=-MIN([@[Eev_discharge_potential]],[@[E_plugAuxLight]]-[@[PV_to_user]]-[@[Batt_to_user]]-[@[VRGrid_to_user]])
Eev_to_Eh_min;Vehicle-to-Building;Direktnutzung;Wh/m²;=-MIN([@[Eh_min]]-[@[PV_to_Eh_min]]-[@[Batt_to_Eh_min]]-[@[VRGrid_to_Eh_min]],[@[Eev_discharge_potential]]-[@[Eev_to_user]])
Eev_to_Ec_min;Vehicle-to-Building;Direktnutzung;Wh/m²;=-MIN([@[Ec_min]]-[@[PV_to_Ec_min]]-[@[Batt_to_Ec_min]]-[@[VRGrid_to_Ec_min]],[@[Eev_discharge_potential]]-[@[Eev_to_user]]-[@[Eev_to_Eh_min]])
Eev_to_Edhw_min;Vehicle-to-Building;Direktnutzung;Wh/m²;=-MIN([@[Edhw_min]]-[@[PV_to_Edhw_min]]-[@[Batt_to_Edhw_min]]-[@[VRGrid_to_Edhw_min]],[@[Eev_discharge_potential]]-[@[Eev_to_user]]-[@[Eev_to_Eh_min]]-[@[Eev_to_Ec_min]])
Eev_to_Ev_min;Vehicle-to-Building;Direktnutzung;Wh/m²;=-MIN([@[Ev_min]]-[@[PV_to_Ev_min]]-[@[Batt_to_Ev_min]]-[@[VRGrid_to_Ev_min]],[@[Eev_discharge_potential]]-SUM(sim[@[Eev_to_user]:[Eev_to_Edhw_min]]))
Eev_to_HVAC;Vehicle-to-Building;Direktnutzung;Wh/m²;=SUM(sim[@[Eev_to_Eh_min]:[Eev_to_Ev_min]])
#2;Vehicle-to-Building;Direktnutzung;Wh/m²;
#3;Vehicle-to-Building;Direktnutzung;Wh/m²;
Eev_discharge_total;Vehicle-to-Building;Direktnutzung;Wh/m²;=(-[@[Eev_to_HVAC]]-[@[Eev_to_user]])/EV_charging_efficiency
#5;;;;
Grid_to_user;🔌Netzbezug;Nutzerstrom;Wh/m²;=[@[E_plugAuxLight]]-[@[PV_to_user]]-[@[Batt_to_user]]-[@[VRGrid_to_user]]+[@[Eev_to_user]]
Grid_to_Eh_min;🔌Netzbezug;HKLS;;=[@[Eh_min]]-[@[PV_to_Eh_min]]-[@[Batt_to_Eh_min]]-[@[VRGrid_to_Eh_min]]+[@[Eev_to_Eh_min]]
Grid_to_Ec_min;🔌Netzbezug;HKLS;;=[@[Ec_min]]-[@[PV_to_Ec_min]]-[@[Batt_to_Ec_min]]-[@[VRGrid_to_Ec_min]]+[@[Eev_to_Ec_min]]
Grid_to_Edhw_min;🔌Netzbezug;HKLS;;=[@[Edhw_min]]-[@[PV_to_Edhw_min]]-[@[Batt_to_Edhw_min]]-[@[VRGrid_to_Edhw_min]]+[@[Eev_to_Edhw_min]]
Grid_to_Ev_min;🔌Netzbezug;HKLS;;=[@[Ev_min]]-[@[PV_to_Ev_min]]-[@[Batt_to_Ev_min]]-[@[VRGrid_to_Ev_min]]+[@[Eev_to_Ev_min]]
test_grid_hvac;🔌Netzbezug;HKLS;;=[@[Ehvac_min]]-[@[PV_to_HVAC_min]]-[@[Batt_to_HVAC_min]]-[@[VRGrid_to_HVAC_min]]+[@[Eev_to_HVAC]]
Grid_to_HVAC_min;🔌Netzbezug;HKLS;Wh/m²;=SUM(sim[@[Grid_to_Eh_min]:[Grid_to_Ev_min]])
Grid_to_Eev_min;🔌Netzbezug;EV;;=[@[Eev_min]]-[@[PV_to_Eev_min]]-[@[Batt_to_Eev_min]]-[@[VRGrid_to_Eev_min]]
Grid_to_building_min;🔌Netzbezug;Gebäude;;=[@[Grid_to_HVAC_min]]+[@[Grid_to_user]]
Spalte15;🔌Netzbezug;;;
Spalte16;🔌Netzbezug;;;
E_grid;🔌Netzbezug;Insgesamt;;=SUM([@[Grid_to_user]],[@[Grid_to_HVAC_min]],[@[Grid_to_Eev_min]])
Spalte7;;;;
Eh_flex_1el_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Eh_flex_1el]]+[@[VRGrid_to_Eh_flex_1el]]
Eh_flex_3el_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Eh_flex_3el]]+[@[VRGrid_to_Eh_flex_3el]]
Ec_flex_1el_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Ec_flex_1el]]+[@[VRGrid_to_Ec_flex_1el]]
Ec_flex_3el_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Ec_flex_3el]]+[@[VRGrid_to_Ec_flex_3el]]
Edhw1_flex_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Edhw1_flex]]+[@[VRGrid_to_Edhw1_flex]]
Edhw2_flex_final;Speicherladung (aus PV + Netzsignal);HKLS;Wh/m²;=[@[PV_to_Edhw2_flex]]+[@[VRGrid_to_Edhw2_flex]]
Eev_flex_final;Speicherladung (aus PV + Netzsignal);EV;Wh/m²;=([@[PV_to_Eev_flex]]+[@[VRGrid_to_Eev_flex]])*EV_charging_efficiency
Eev_flex_final_res;Speicherladung (aus PV + Netzsignal);EV;Wh/m²;=IFERROR([@[Eev_flex_final]]*[@[Eev_Cflex_pot_res]]/[@[Eev_Cflex_pot]],0)
Eev_flex_final_work;Speicherladung (aus PV + Netzsignal);EV;Wh/m²;=IFERROR([@[Eev_flex_final]]*[@[Eev_Cflex_pot_work]]/[@[Eev_Cflex_pot]],0)
Eev_flex_final_ret;Speicherladung (aus PV + Netzsignal);EV;Wh/m²;=IFERROR([@[Eev_flex_final]]*[@[Eev_Cflex_pot_retail]]/[@[Eev_Cflex_pot]],0)
Batt_total_charge;Speicherladung (aus PV + Netzsignal);BESS;Wh/m²;=([@[PV_to_Batt]]+[@[VRGrid_to_Batt]])*Batt_eff_factor_charge
Qh_u2;;;;
Qh_min_excl_distr_losses;Heizenergie;HWB Raumseitig;Wh/m²;=SUM(sim[@[Qh_min_wasteheat]:[Qh_min_4th]])
Qh_flex_wasteheat_final;Heizenergie;HWB Raumseitig;;=[@[Qh_wasteheat_flex]]
Qh_flex_1el_final;Heizenergie;HWB Raumseitig;Wh/m²;=IFERROR([@[Qh_flex_1el_potential]]*[@[Eh_flex_1el_final]]/[@[Eh_el1_flex_potential]],0)
Qh_flex_3el_final;Heizenergie;HWB Raumseitig;Wh/m²;=IFERROR([@[Qh_flex_3el_potential]]*[@[Eh_flex_3el_final]]/[@[Eh_el3_flex_potential]],0)
Qh_total_final;Heizenergie;HWB Raumseitig;Wh/m²;=SUM(sim[@[Qh_min_excl_distr_losses]:[Qh_flex_3el_final]])
Qh_u;Heizenergie;HWB Raumseitig;Wh/m²uncooled;=IFERROR([@[Qh_min_excl_distr_losses]]*[@[Qh_to_room_uncooled_min]]/[@[Qh_to_room_min]],0)+IFERROR(SUM(sim[@[Qh_flex_1el_final]:[Qh_flex_3el_final]])*[@[Qh_to_room_flex_u]]/[@[Qh_to_room_flex]],0)
Qh_c;Heizenergie;HWB Raumseitig;Wh/m²cooled;=IFERROR([@[Qh_min_excl_distr_losses]]*[@[Qh_to_room_cooled_min]]/[@[Qh_to_room_min]],0)+IFERROR(SUM(sim[@[Qh_flex_1el_final]:[Qh_flex_3el_final]])*[@[Qh_to_room_flex_c]]/[@[Qh_to_room_flex]],0)
Qheb_1el;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=([@[Qh_min_1el]]+[@[Qh_flex_1el_final]])*(1+QH_distr_loss_1el)
Qheb_2th;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=[@[Qh_min_2th]]*(1+QH_distr_loss_2th)
Qheb_3el;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=([@[Qh_min_3el]]+[@[Qh_flex_3el_final]])*(1+QH_distr_loss_3el)
Qheb_4th;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=[@[Qh_min_4th]]*(1+QH_distr_loss_4th)
Qheb_total;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=SUM(sim[@[Qheb_1el]:[Qheb_4th]])
QH_distr_losses;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);Wh/m²;=[@[Qheb_total]]-[@[Qh_total_final]]
Eh_aux;Heizenergie;Heizenergiebedarf (inkl. Verteilverluste);;=[@[Qheb_1el]]*QH_aux_el_to_th_1el+[@[Qheb_2th]]*QH_aux_el_to_th_2th+[@[Qheb_3el]]*QH_aux_el_to_th_3el+[@[Qheb_4th]]*QH_aux_el_to_th_4th
Night_schedule;Kühlenergie;Nachtlüften;;TRUE
Night_use;Kühlenergie;Nachtlüften;;=IFERROR([@[Night_schedule]]*[@Ti0uncooled]>Tsetcool_max,FALSE)
ACH_nightvent;Kühlenergie;Nachtlüften;m³/h;=[@[Night_use]]*IF(-[@[dT_uncooled]]>2,ACH_night_m3,0)
Qv_nightvent;Kühlenergie;Nachtlüften;Wh/m²uncooled;=[@[ACH_nightvent]]*cp_air*[@[dT_uncooled]]*per_NFA_uncooled
Spalte11;Kühlenergie;;;
Qc_min_excl_losses;Kühlenergie;Kühlbedarf raumseitig;Wh/m²cooled;=-SUM(sim[@[Qc_min_0fc]:[Qc_min_3el]])
Qc_flex_1el_final;Kühlenergie;Kühlbedarf raumseitig;Wh/m²cooled;=-IFERROR([@[Qc_flex_1el]]*[@[Ec_flex_1el_final]]/[@[Ec_el1_flex_potential]],0)
Qc_flex_3el_final;Kühlenergie;Kühlbedarf raumseitig;Wh/m²cooled;=-IFERROR([@[Qc_flex_3el]]*[@[Ec_flex_3el_final]]/[@[Ec_el3_flex_potential]],0)
Qc_flex_excl_losses;Kühlenergie;Kühlbedarf raumseitig;Wh/m²cooled;=[@[Qc_flex_1el_final]]+[@[Qc_flex_3el_final]]
QC_total_final;Kühlenergie;Kühlbedarf raumseitig;Wh/m²cooled;=[@[Qc_min_excl_losses]]+[@[Qc_flex_excl_losses]]
Qced_1el;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);Wh/m²cooled;=([@[Qc_min_1el]]-[@[Qc_flex_1el_final]])*(1+QC_distr_losses_1el)
Qced_2th;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);Wh/m²cooled;=[@[Qc_min_2th]]*(1+QC_distr_losses_2th)
Qced_3el;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);Wh/m²cooled;=([@[Qc_min_3el]]-[@[Qc_flex_3el_final]])*(1+QC_distr_losses_3el)
Qced_total;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);;=SUM(sim[@[Qced_1el]:[Qced_3el]])
Qc_distr_losses;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);;=[@[Qced_total]]+[@[QC_total_final]]
Ec_aux;Kühlenergie;Kühlenergiebedarf (inkl. Verteilverluste);;=[@[Ec_min_freecooling]]+[@[Qced_1el]]*QC_aux_1el+[@[Qced_2th]]*QC_aux_2th+[@[Qced_3el]]*QC_aux_3el
Qdhw_1_flex2;Warmwasser;Warmwasser-Wärmebedarf;Wh/m²;=IFERROR([@[Edhw1_flex_final]]*(1-DHW_1_el_aux)/(DHW_conversion_1*DHW_1_is_electric+DHW_1_el_aux),0)
Qdhw_2_flex;Warmwasser;Warmwasser-Wärmebedarf;Wh/m²;=IFERROR([@[Edhw2_flex_final]]*(1-DHW_2_el_aux)/(DHW_conversion_1*DHW_1_is_electric+DHW_1_el_aux),0)
Qdhw_1_total;Warmwasser;Warmwasser-Wärmebedarf;Wh/m²;=[@[Qdhw_1_min]]+[@[Qdhw_1_flex2]]
Qdhw_2_total;Warmwasser;Warmwasser-Wärmebedarf;Wh/m²;=[@[Qdhw_2_min]]+[@[Qdhw_2_flex]]
Qdhw_total;Warmwasser;Warmwasser-Wärmebedarf;Wh/m²;=SUM(sim[@[Qdhw_1_total]:[Qdhw_2_total]])
Spalte20;;;;
Spalte21;;;;
EV_SOCc_d_res;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_d_res]]+([@[Eev_Cmin_res]]+[@[Eev_flex_final_res]]-[@[Eev_discharge_total]])/1000*NFA_total/[@[EVd_res]]/EV_battsize_kWh,0)
EV_SOCc_d_work;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_d_work]]+([@[Eev_Cmin_work]]+[@[Eev_flex_final_work]])/1000*NFA_total/[@[EVd_work]]/EV_battsize_kWh,0)
EV_SOCc_d_retail;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_d_retail]]+([@[Eev_Cmin_retail]]+[@[Eev_flex_final_ret]])/1000*NFA_total/[@[EVd_retail]]/EV_battsize_kWh,0)
EV_SOCc_a_res;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_a_res]]+([@[Eev_S_res]]+[@[Eev_Cext_res]])/(EV_count_residential-[@[EVd_res]])/EV_battsize_kWh/1000*NFA_total,0)
EV_SOCc_a_work;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_a_work]]+([@[Eev_S_work]]+[@[Eev_Cext_work]])/(EV_count_work-[@[EVd_work]])/EV_battsize_kWh/1000*NFA_total,0)
EV_SOCc_a_retail;E-Mobilität;E-Mobilität Beladung;;=IFERROR([@[EV_SOC0_a_retail]]+([@[Eev_S_retail]]+[@[Eev_Cext_retail]])/(EV_count_retail-[@[EVd_retail]])/EV_battsize_kWh/1000*NFA_total,0)
Spalte238;;;;
Spalte239;;;;
Ti_final_uncooled;Zustände;Thermische Speicher;°C;=[@[Ti_passive_uncooled]]+([@[Qh_u]]+[@[Qv_nightvent]])/heat_cap_eff_uncooled_m2
Ti_final_cooled;Zustände;Thermische Speicher;°C;=[@[Ti_passive_cooled]]+([@[Qh_c]]+[@[QC_total_final]])/heat_cap_eff_cooled_m2
Tdhw_1_final;Zustände;Thermische Speicher;°C;=IFERROR([@[Tdhw1_passive_losses]]+[@[Qdhw_1_total]]*NFA_total/DHW_storage_1_liter/cp_water,0)
Tdhw_2_final;Zustände;Thermische Speicher;°C;=IFERROR([@[Tdhw2_passive_losses]]+[@[Qdhw_2_total]]*NFA_total/DHW_storage_2_liter/cp_water,0)
Spalte8;Zustände;;;
Batt_final_Whm2;Zustände;BESS;Wh/m²;=[@[Batt_cap_after_losses]]-[@[Batt_total_discharge]]+[@[Batt_total_charge]]
SOC_preheat_u;Zustände;Thermische Speicher;;=IFERROR(([@[Ti_final_uncooled]]-Tsetheat_min)/flex_heat_dT,0)
SOC_preheat_c;Zustände;Thermische Speicher;;=IFERROR(1-(Tsetheat_flex-[@[Ti_final_cooled]])/flex_heat_dT,0)
SOC_precool_c;Zustände;Thermische Speicher;;=IFERROR(1-([@[Ti_final_cooled]]-Tsetcool_flex)/flex_cool_dT,0)
SOC_dhw1;Zustände;Thermische Speicher;;=IFERROR(1-(DHW_Tmax-[@[Tdhw_1_final]])/(DHW_Tmax-DHW_Tmin),0)
SOC_dhw2;Zustände;Thermische Speicher;;=IFERROR(1-(DHW_Tmax-[@[Tdhw_2_final]])/(DHW_Tmax-DHW_Tmin),0)
EV_SOC_d_res;Zustände;E-Mobilität;;=((mob[@[p_res_d]]-mob[@[p_res_leave]])*[@[EV_SOCc_d_res]]+mob[@[p_res_return]]*[@[EV_SOCc_a_res]])/(mob[@[p_res_d]]+mob[@[p_res_return]]-mob[@[p_res_leave]])
EV_SOC_d_work;Zustände;E-Mobilität;;=((mob[@[p_work_d]]-mob[@[p_work_leave]])*[@[EV_SOCc_d_work]]+mob[@[p_work_return]]*[@[EV_SOCc_a_work]])/(mob[@[p_work_d]]+mob[@[p_work_return]]-mob[@[p_work_leave]])
EV_SOC_d_retail;Zustände;E-Mobilität;;=((mob[@[p_retail_d]]-mob[@[p_retail_leave]])*[@[EV_SOCc_d_retail]]+mob[@[p_retail_return]]*[@[EV_SOCc_a_retail]])/(mob[@[p_retail_d]]+mob[@[p_retail_return]]-mob[@[p_retail_leave]])
EV_SOC_d;Zustände;E-Mobilität;;
EV_SOC_a_res;Zustände;E-Mobilität;;=((mob[@[p_res_a]]-mob[@[p_res_return]])*[@[EV_SOCc_a_res]]+mob[@[p_res_leave]]*[@[EV_SOCc_d_res]])/(mob[@[p_res_a]]-mob[@[p_res_return]]+mob[@[p_res_leave]])
EV_SOC_a_work;Zustände;E-Mobilität;;=((mob[@[p_work_a]]-mob[@[p_work_return]])*[@[EV_SOCc_a_work]]+mob[@[p_work_leave]]*[@[EV_SOCc_d_work]])/(mob[@[p_work_a]]-mob[@[p_work_return]]+mob[@[p_work_leave]])
EV_SOC_a_retail;Zustände;E-Mobilität;;=((mob[@[p_retail_a]]-mob[@[p_retail_return]])*[@[EV_SOCc_a_retail]]+mob[@[p_retail_leave]]*[@[EV_SOCc_d_retail]])/(mob[@[p_retail_a]]-mob[@[p_retail_return]]+mob[@[p_retail_leave]])
EV_SOC_res;Zustände;E-Mobilität;is this performant?;=[@[EV_SOC_d_res]]*mob[@[p_res_d]]+[@[EV_SOC_a_res]]*mob[@[p_res_a]]
EV_SOC_work;Zustände;E-Mobilität;;=[@[EV_SOC_d_work]]*mob[@[p_work_d]]+[@[EV_SOC_a_work]]*mob[@[p_work_a]]
EV_SOC_retail;Zustände;E-Mobilität;;=[@[EV_SOC_d_retail]]*mob[@[p_retail_d]]+[@[EV_SOC_a_retail]]*mob[@[p_retail_a]]
SOC_Batt;;;;=[@[Batt_final_Whm2]]/Batt_cap_Wh_per_NFA
EUIh_2th;Thermische Energieträger;Heizen;Wh/m²;=[@[Qh_min_2th]]*(1+QH_distr_loss_2th)*QH_generation_eff_2th
EUIh_4th;Thermische Energieträger;Heizen;Wh/m²;=[@[Qh_min_4th]]*(1+QH_distr_loss_4th)*QH_generation_eff_4th
EUIc_2th;Thermische Energieträger;Kühlen;Wh/m²;=[@[Qc_min_2th]]*(1+QC_distr_losses_2th)*QC_generation_eff_2th
EUIdhw_1th;Thermische Energieträger;WW;Wh/m²;=NOT(DHW_1_is_electric)*[@[Qdhw_1_min]]*DHW_conversion_1
EUIdhw_2th;Thermische Energieträger;WW;Wh/m²;=NOT(DHW_2_is_electric)*[@[Qdhw_2_min]]*DHW_conversion_2
cf_PEI_grid;Primärenergie;Konversionsfaktor;-;=INDEX(fPE[@],,fPE_grid_column)
cf_PEI_flex_grid;Primärenergie;Konversionsfaktor;;=[@[cf_PEI_grid]]*fPE_flex_factor
cf_PEI_flex_gridsub;Primärenergie;Konversionsfaktor;;=[@[cf_PEI_grid]]-[@[cf_PEI_flex_grid]]
cf_PEI_PV;Primärenergie;Konversionsfaktor;;0
cf_PEI_PV_gridsub;Primärenergie;Konversionsfaktor;;=[@[cf_PEI_grid]]-[@[cf_PEI_PV]]
PEI_el_user;Primärenergie;Bedarf;;=[@[cf_PEI_grid]]*[@[E_plugAuxLight]]
PEI_el_hvac;Primärenergie;Bedarf;;=[@[cf_PEI_grid]]*SUM([@[Ehvac_min]],sim[@[Eh_flex_1el_final]:[Edhw2_flex_final]])
PEI_district_heating;Primärenergie;Bedarf;;=SUMPRODUCT(sim[@[EUIh_2th]:[EUIdhw_2th]],TRANSPOSE(is_district_heating),TRANSPOSE(pe_conversion_factors_thermal))
PEI_natural_gas;Primärenergie;Bedarf;;=SUMPRODUCT(sim[@[EUIh_2th]:[EUIdhw_2th]],TRANSPOSE(is_natural_gas),TRANSPOSE(pe_conversion_factors_thermal))
PEI_biomass;Primärenergie;Bedarf;;=SUMPRODUCT(sim[@[EUIh_2th]:[EUIdhw_2th]],TRANSPOSE(is_biomass),TRANSPOSE(pe_conversion_factors_thermal))
PEI_other;Primärenergie;Bedarf;;=SUMPRODUCT(sim[@[EUIh_2th]:[EUIdhw_2th]],TRANSPOSE(is_other_thermal_pe),TRANSPOSE(pe_conversion_factors_thermal))
PEI_mob_el;Primärenergie;Bedarf;;=[@[cf_PEI_grid]]*([@[Eev_min]]+[@[Eev_flex_final]])
PEI_mob_ext;Primärenergie;Bedarf;;=[@[cf_PEI_grid]]*SUM(sim[@[Eev_Cext_res]:[Eev_Cext_retail]])
PEI_el_demand;Primärenergie;Bedarf;WhPE/m²;=[@[cf_PEI_grid]]*[@[E_grid]]
Spalte18;Primärenergie;;;
PEI_flex_grid;Primärenergie;;;=[@[cf_PEI_flex_grid]]*([@[VRGrid_total_min_use]]+[@[VRGrid_total_flex_use]])
PEI_flex_grid_substitution;Primärenergie;;;=[@[cf_PEI_grid]]*([@[VRGrid_total_min_use]]+[@[VRGrid_total_flex_use]])
PEI_PV_direct;Primärenergie;;;=[@[cf_PEI_grid]]*[@[PV_total_direct_use]]
Spalte10;Primärenergie;;;
Spalte13;Primärenergie;;;
cf_GHG_grid;☁ THG;Konversionsfaktor;kgCO2eq./WhEE;=INDEX(fGHG[@],,fGHG_grid_column)
GHG_plugloads;☁ THG;Nutzerstrom;gCO2eq./m²NGF;=[@[cf_GHG_grid]]*([@[Grid_to_user]]+[@[VRGrid_to_user]])
GHG_hvac;☁ THG;HKLS;gCO2eq./m²NGF;=[@[cf_GHG_grid]]*SUM([@[Grid_to_HVAC_min]],[@[VRGrid_to_HVAC_min]],sim[@[VRGrid_to_Eh_flex_1el]:[VRGrid_to_Edhw2_flex]])
cost_E_grid;Kosten Netzbezug;;;=[@[E_grid]]*prices[@[Bezug '[€']]]/1000
cost_VRGrid_flex;Kosten Netzbezug;;;=([@[VRGrid_total_min_use]]+[@[VRGrid_total_flex_use]])*prices[@[Bezug '[€']]]/1000
cost_PV_to_Egrid;Kosten Netzbezug;;;=[@[PV_to_Egrid]]*prices[@[Einspeisung '[€']]]/1000
Spalte3;Kosten Netzbezug;;;
